Year	Month	Channel	Brand	Weight range	Units (in 1000)	Value (in 1000 rub)	Volume (in 1000 kg)	Number of stores
2022	4	Minimarkets	Green	100-199G	4.2591	348.504+	0.8519	778
2022	4	Supermarkets	Green	100-199G	28.0066	1561.4301+	5.6012	1607
2022	5	Hypermarkets	Green	100-199G	6.8373	551.1929	1.3675	312
2022	5	Minimarkets	Green	100-199G	5.7555	467.6434	1.151	820
2022	5	Supermarkets	Green	100-199G	14.3789	1050.2044	2.8758	1236
2022	6	Hypermarkets	Green	100-199G	5.748	460.8189+	1.1496	315
2022	6	Minimarkets	Green	100-199G	5.8024	436.7045+	1.1605	846
2022	6	Supermarkets	Green	100-199G	13.5144	1010.165+	2.7029	1255
2022	7	Hypermarkets	Green	100-199G	5.6314	432.3733	1.1262	301
2022	7	Minimarkets	Green	100-199G	3.7074	311.9152	0.7414	589
2022	7	Supermarkets	Green	100-199G	11.8435	894.3061	2.3686	1201
2022	8	Hypermarkets	Green	100-199G	4.9947	350.6479+	0.9989	295
2022	8	Minimarkets	Green	100-199G	3.7602	312.313+	0.7519	813
2022	8	Supermarkets	Green	100-199G	9.841	794.332+	1.9682	1201
2022	9	Hypermarkets	Green	100-199G	2.8004	175.3501	0.5601	154
2022	9	Minimarkets	Green	100-199G	1.9585	150.9338	0.3917	311
2022	9	Supermarkets	Green	100-199G	7.5783	633.9507	1.5157	1050
2022	10	Hypermarkets	Green	100-199G	0.5806	42.9389+	0.1161	46
2022	10	Minimarkets	Green	100-199G	1.4261	96.6346+	0.2852	404
2022	10	Supermarkets	Green	100-199G	5.1253	461.7895+	1.0252	858
2022	11	Hypermarkets	Green	100-199G	0.5273	37.7528	0.1054	36
2022	11	Minimarkets	Green	100-199G	1.174	97.2256	0.2348	187
2022	11	Supermarkets	Green	100-199G	4.2365	353.291	0.8473	778
2022	12	Hypermarkets	Green	100-199G	0.1749	14.3406+	0.035	22
2022	12	Minimarkets	Green	100-199G	2.0995	123.6008+	0.42	200
2022	12	Supermarkets	Green	100-199G	2.5092	223.1901+	0.5018	514
